text,sentiment
selamat hari minggu tetap semangat menghadapi hidup ditengah badai pandemi  selalu waspada jaga diri  hindai kerumunan  taat prokes  ,2.0
di perpanjang lagi ppkm gak bisa kerja nih  bosen di rumah terus pingin dolan sing adoh  ,1.0
sejak ppkm  banyak pikiran   eh enggak ding  cuma mikirin satu doang sih   duit ,1.0
wapres  sabar hadapi pandemi tidak berarti diam diam <URL>,2.0
info polri ppkm darurat sesuai inmendagri <NUM>  tahun <NUM>  dimana resepsi pernikahan dihadiri maksimal <NUM>  tiga puluh  orang dengan kesehatan secara lebih ketat dan tidak menerapkan makan ditempat resepsi  penyediaan makanan hanya diperbolehkan dalam tempat tertutup dan untuk diba <URL>,2.0
<USERNAME> <USERNAME> ya ampun bpak ada aja  udh tau kan hasilnya klo diambil alih kepemimpinan sm <USERNAME> jdnya ky gmna   negara  klo suruh ngurusin covid juga nanti dia makin kurus pak  nanti yg awalnya “ya ndak tau  jgn tnyak saya” jadi bilang “aku tuh gk bisa digini  in”,1.0
  berikut mekanisme pelaksanaan pelayanan penerbitan sim di satpas polda metro jaya dalam masa pemberlakuan ppkm darurat  via <USERNAME> <URL>,2.0
presiden joko widodo   jokowi  akhirnya membatalkan vaksin gotong royong berbayar  <URL>,2.0
Butuh Segera dan Sudah Vaksin Covid-19 (minimal vaksin ke-1) #lokercot https://t.co/cpkIBQ7IPO,2.0
<USERNAME> saya berdoa buat indonesia ya tuhan  kami anak  mu meminta dgn sepenuh hati dan memohon spy indonesia segera pulih dan bsa bebas <NUM>  dri covid  kau jaga dan lindungi para dokter dan perawat yg sedang berjuang untuk merawat yg trkena covid kau berikan mereka kekuatan ya tuhan amin,0.0
dalam arahannya  pemimpin apel menyampaikan untuk terus menjaga protokol kesehatan melihat kondisi penyebaran virus corona yang semakin meluas  selain itu tetap menjaga kekompakan dan produktivitas di masa pandemi ini  apel ditutup dengan doa bersama memohon perlindungan allah swt  ,2.0
"Selain Indonesia, Negara-negara Ini juga Catat Rekor Kenaikan Covid-19 https://t.co/Hsb749o3m9 #TempoTekno",2.0
<USERNAME> china corona virus kichi guarantee nahi,2.0
<NUM>  <NUM>  <NUM>  covid  <NUM>    positividad pcr <NUM>  <NUM>  <NUM>  positividad pcr <NUM>  <NUM>  <NUM>  positividad pcr <NUM>  <NUM>  <NUM>  positividad pcr <NUM>  <NUM>  <NUM>  positividad pcr <NUM>  <NUM>  <NUM>  <URL>,2.0
"Duh sumpah. Jangan sampai kayak gini. Jangan sampai salah penanganan dan kalau emang beneran covid, harus ngasih tau. Covid tuh bukan aib, tapi emang harus dihindari. Udah nyaksiin salah satu kerabat yg telat penanganan, pada akhirnya merenggut nyawa  😭 https://t.co/r3Xh812rM5",1.0
<USERNAME> kalau gtu harus lockdown bener bener  jangan bolein asing masuk sini  jaga ketat perbatasan  indonesia bisa makan sendiri  sawah laut masih luas  ,1.0
yulius kayame   kabankesbangpol kab  nduga  dukung program ppkm darurat <URL>,0.0
<USERNAME> biar ngga panas  soalnya temen gw pada panas badannya setelah vaksin  jadi gw minum juga setelah vaksin biar ngga panas    sp¥  ,0.0
diperpanjang luweh  sing penting mari ppkm langsung ngerantau ,2.0
kayak gini mau minta tambahan insentif  bukan malah membantu pemerintah malah  haaaah sudahlah  sebenarnya mui ini makhluk apa si  protes ppkm darurat  mui sumbar izinkan salat id di lapangan <URL>,1.0
ppkm  tenang madih ada ,2.0
pemberlakuan pembatasan kegiatan masyarakat   ppkm  adalah salah satu upaya memutus rantai penyebaran covid  <NUM> yang terus meningkat  <URL>,0.0
advokasi ppkm tp pas dichallenge real solution buat pedagang kecil malah blokir gua  gini amat si elitis indo jaman now <URL>,1.0
<USERNAME> <USERNAME> kalau ada orang sudah kritis lazim dan harus di bawa ke terminak  pasti kematian covid tertinggi ya di terminal goblok  ,1.0
dukung terus kpk dalam tugas pemberantasan korupsi  jangan terkecoh dengan drama yang ada   ppkm indonesia sehat   <URL>,0.0
<USERNAME> nah  informasi begini yg penting  krn ketololan dimasyarakat yg belum ada vaksinnya  gw cuma bisa mangap klo mereka jawab   noh yg divaksin bisa kena covid jg  ,1.0
<USERNAME> ok je pun  yang dulu yang sekarang masalah tetap sama  covid <NUM>  kalau yang dulu pun jadi kerajaan sekarang orang ramai semua ada kerja ke ada makan ke  tolak ketepi idealogi politik  x payah nak gila kuasa sangat  kalau betul ikhlas bantu lah rakyat dulu buat kerja dulu,1.0
<USERNAME> cerdas  vaksin adl syaraaat  ,2.0
udahan yuk corona  capek tauuu,2.0
<USERNAME> mustinya minta sampaikan argumen siapa tau covid selesai,1.0
@Kanseulir Arti nya kebijakan PPKM dalurat itu membuka pintu untuk penjajah masuk ke Negara ini...,1.0
<USERNAME>  lagi corona,2.0
terserahlah kalian sebut apa dan varian baru apalah namanya  yg membunuh itu bukan corona atau covid <NUM>  tp malaikat izrail atas seizin allah swt  so kita kembalikan saja urusan ini kepada sang raja manusia yaitu allah swt  <URL>,1.0
<USERNAME> <USERNAME> <USERNAME> biar  kan saja covid  <NUM> ini akan menghabiskan kerabat n keluarga si <USERNAME> satu  persatu kok,1.0
selamat merayakan ied adha h mubarak  smga dgn keberkahan berbagi n berkurban  pandemi covid  <NUM> bisa segera selesai dan memberikan kesempatan kpd klurga utk bs berkumpul bersama lgi  utk yg sakit smga cpt smbuh dan kita smua sllu ada dalam lindungannya mohon maaf lahir bathin,0.0
ppkm menghalangi suplai ceperan  peh  ,2.0
hi  aku mau open adopt kucingku  mixdom jantan  udah vaksin pertama  makannya oricat kitten   amp  wf lifecat  dom depok  pets  ,2.0
babinsa koramil <NUM>  <NUM>  tkp kodim <NUM>  kbl pelda sobirin monitoring pemakaman jenazah oleh tim evakuasi gugus tugas penanganan covid <NUM> kota bandar lampung di tpu durian payung yang berlokasi di jln  ratudi puncak gg  al  iklas  tanjungkarang pusat kota bandar lampung  <URL>,2.0
fisik kudu kuat lek gk kuat seng menang ppkm iki rahh isok pokoke,2.0
saturasi oksigen turun katanya  terus diinjeksi apa gatau belio da ngaku  tapi ga tau kenapa belio nolak tes covid  nah <NUM> hari setelah ke dokter  belio lemes muntah parah ga mau makan samsek  akhirnya aku dateng ke rumahnya kan  cuma cek tdnya berapa  suhu  dkk lah  aku tanyai  ,1.0
 <USERNAME>       kapolri jenderal polisi drs  listyo sigit prabowo  <URL> berharap dengan masifnya vaksinasi yang dilakukan  bisa cepat membentuk herd immunity di masyarakat  ppkm cegah penyebaran <URL>,2.0
<USERNAME> <USERNAME> pejabat negara masih sempat nonton sinetron dari pada mikirkan kesusahan rakyatnya yg kena ppkm  ajaib   ,1.0
pagi ini krn partner jogging gabisa balik bdg gara ppkm  akhirnya mutusin jalan pagi sendirian sekitaran hutan kota bdg  sejuk bgt kadang ngerasa beruntung bgt tinggal dikota ini   minggu dpn jalan pagi bareng yuk  ada yg mo nemenin ga  <URL>,2.0
"dulu ingat nak pergi santorini after dah kerja, tapi kalau covid tinggi macam ni aku tak kisah dah pergi mana mana. janji tak duduk rumah",2.0
<USERNAME> <USERNAME> saya percaya dengan vaksin nusantara karena pak dahlan iskan telah menulis panjang lebar dan juga beliau sangat percaya dengan vaksin ini,2.0
penerima vaksin covid di samarinda bertambah <URL>,2.0
<USERNAME> curhat bu  temen saya nakes  asn bukannya tunjangan covid di dapat malah remunnya makin menurun  padahal sekarang dialih fungsikan menjadi rs yang menerima pasien covid  analis nambah kerjaan ngswab sehari bisa ratusan  dan sekarang satu timnya tinggal <NUM> org kerja full sebulan,1.0
<USERNAME> vaksin gratis masih banyak banget skrg walaupun masih banyak kekurangan di proses pelaksanaannya  vaksin gotong royong itu program vaksin berbayar yg ditawarkan dari pemerintah  rs ke perusahaan yg ingin karyawannya divaksin  narasinya kurang tepat nih mas  mbak,1.0
hari ini aku vaksin~,0.0
kenapa banyak isu menyeramkan  dengan kes covid harian terlalu tinggi setiap hari even dah mco berbulan  bulan  lepastu kes anti  vax then now kes “cucuk angin”  ya allah berat sangat rasa  ,2.0
<USERNAME> baguss semangat vaksin ka,2.0
pengalaman naik krl <USERNAME> dimasa ppkm ini yg harusnya antri sesuai aturan yg berlaku kecuali ibu hamil  disabilitas  lanjut usia   amp  ibu membawa anak  ko masih ada aja orang yg masih bisa masuk tanpa antri hanya menunjukkan surat yang entah itu dri institut pemerintah mana  ,1.0
mata najwa   harap sabar masih darurat   part <NUM>  <URL>  cerita pemilik usaha yang terimbas penertiban umum masa ppkm darurat  bayar denda atau dipenjara  ,2.0
janji  janji penanganan corona sekadar pemanis  setahun lebih berlalu  gelombang tsunami covid  <NUM> justru makin menggebu  ,1.0
<USERNAME> biarlah kami mengkritik pak agar kebijakannya sampean untuk menangani covid yg menggunakan dana uang rakyat ratusan trelion itu bisa menghasilkan atau menemukan cara yg tepat untuk menekan penyebaran corona  ,1.0
saya mengikuti bbrp ulasan maupun komentar soal corona sejak awal penyebarannya  salah satunya dari dokter hebat  bung <USERNAME>   tetapi justru ulasannyalah yg membuat saya kehilangan kepercayaan pada profesinya  saya belum memasukkan unsur pola penanganannya sejak awal  ,1.0
video terbikin ngakak selama pandemi <URL>,2.0
kepala daerah gak punya hati jg tuh kayaknya yg memperlambat penyaluran bansos  trs ntar kalau masyarakat ngeluh yg disalahkan pemerintah pusat  pdhl ulahnya daerah  <URL>,1.0
"@null COVID-19: Varian Delta dikesan di 11 daerah Indonesia, situasi meruncing Indones  https://t.co/xGVUklL68P",2.0
"Iduladha PPKM Darurat: Kurban Streaming, dan Tata Cara Penyembelihan Hewan https://t.co/YPPti9mzRO",2.0
<USERNAME> <USERNAME> <USERNAME> inj klasik dalam dunia bisnis  susahin yg gratis supaya orang nyerah dan beli yg berbayar  akhirnya pebisnis kotor itu selalu beruntung di atas penderitaan orang lain  dulu mrk sendiri yg bilang gratis krn jnj pandemi dan blm ada obatnya  baru bbrp bulan sudah nyerah,1.0
bii  jadi temen gue ngasih hasil tes rapid yang hasilnya reaktif covid kan  terus gue baru tau dong kalo tanda nya itu garis <NUM>  dan gue bilang   gue juga <NUM> bulan kemarin gitu  tapi karena gue gak tau jadi yaudahlah  terus dia kaya nyalahin gue gitu seakan gue gak perduli dan,1.0
kehidupan ppkm ku <URL>,2.0
"@n_nandomo @eko_kuntadhi Itu twitt skrn udah ngak relevan bro…itu awal pandemi, ngak usah diulang2, kl ngak bs bantah twitnya eko ini, mending diem dr pd pake bahan yg ngak nyambung n basi kyk gitu 👆🏽😂",2.0
<USERNAME> <USERNAME> yang hambatan paling besar adalah penolakan masyarakat untuk di vaksin  masih termakan hoax dan narasi oleh oposisi yg ingin menggagalkan program pemerintah untuk mengganti presiden  program tak berjalan jadi di anggap gagal  ,1.0
Vaksin pertama uda ditulis di blog. Pengalaman vaksin sinovac dan efek vaksin yang kurasakan. Besok kayaknya bakal bikin vaksin kedua. https://t.co/EfXE7KH3ns,2.0
<USERNAME> <USERNAME> <USERNAME> wkt covid lg naik  sempet <NUM>  <NUM> trus turun di <NUM> dan cukup lama disitu  pas ada vaksin trun lg ke an  eh pas kasus delta naik  naik dikit sempet balik ke <NUM>  tp skrg balik lg ke an wkkwkw klo saran temen sih  klo bisa beli yg batangan  susutnya itu yg bikin rugi,2.0
<USERNAME> <USERNAME> itu nakes banyak pns dipotong juga ga gaji  biar kerja rodi sekalian  menangani pasien covid naik berkali lipat kasusnya saat ini dan vaksin rakyat indonesia minimal <NUM>   org perhari  ,1.0
"Pemimpin yg brkhidmat utk rakyat, bukan rakyat yg kena merayu, beratur, isi borang mintak bantuan. Covid ni menampakkan kita semua yg salah selama ini.",2.0
@chitralalala Katanya sinovac efeknya laper sm lemes doang wkwkw duh doain ya aku sekeluarga be bs vaksin sekitar awal september,0.0
sejak <NUM> juli  kasus infeksi covid <NUM> meningkat enam kali lipat  <URL>,2.0
ada vaksin gratis  sok antivaxx  giliran ada vaksin bayar  paling depan komplain lu  gimana kaga anjing hidup ente  ,1.0
“indahnya berbagi sesama” kapolda ntb irjen pol mohammad iqbal s  i  k  m  h  memberikan himbauan kepada masyarakat terkait ppkm  kapolda ntb juga memberikan bantuan sembako kepada masyarkat  semoga dengan ini bisa membantu dan meringankan masyarakat di situasi pandemi covid  <NUM> ini <URL>,2.0
pengeras suara musholla yang semalam dan pagi ini ku dengar mengumandangkan takbir  kini mengumandangkan innalillahi  ya allah  selamatkan jiwa kami  allahumma sallimna wal muslimin  minal balak wal wabak covid naintin    ,2.0
<USERNAME> <USERNAME> <USERNAME> it’s not just about promotion   amp  cari reseller  itu gampang  yang susah cari konsumen kak  susah cari pembeli di tengah pandemi gini,2.0
bisa bisa dibatalkan juga nih  ngurus negara kok dibuat coba coba ya <URL>  rencana pemberian booster vaksin covid  <NUM> dikritik sejumlah pihak karena dinilai tidak adil  banyak negara tak mampu beli vaksin  bahkan untuk para nakesnya  ,1.0
<USERNAME>   vaksin membuat kebal kopit  ,2.0
<USERNAME> aku ngga takut sih tapi temenku yang takut  sekarang lagi yakinin dia buat ikutan vaksin,1.0
daripada lu buang  buang tenaga  kritik mulu  mending lu bantu tetangga lu yang kesusahan  kayaknya banyak  biar covid di indo cepet turun  ga collapse lagi  kalau lu bantu tetangga cuma pake kritikan  yang didapet cuma bau mulut alias abab  ,1.0
<USERNAME> <USERNAME> <USERNAME> coba ini org <NUM>  <NUM> juta follower silahkan kalo mau di endorse covid  sedang ppkm dan lagi jadi sorotan krn sinetron rating no <NUM>  tetangga depan rumah   covid  tapi bbq an dan di share ke public   <URL>,1.0
jika pres <USERNAME> mundur  truss yg gantiin siapa   ri <NUM> <USERNAME> gitu   waduh engga dehh  syukron   <URL>,2.0
<USERNAME> <USERNAME> <USERNAME> ibarat keramaian itu buntut ular  dan pedagang adalah kepalanya kalo kita mau bunuh ular  ya harus potong kepalanya  ya gitu maksud mereka  gua gak membenarkan ppkm itu bagus untuk seluruh masyarakat  y emang pahit  gua sendiri pedagang makanan dan harus tutup  stress tentunya,1.0
<USERNAME> done yaw  kalo pandemi kelar pengen banget ke labuan bajoooo   itupun kalo ada duit  wkwkwkk wish me luck ya,2.0
dan hrbini dpt kbr duka dr orang yg bener baik bgt  meninggal karena covid dan punya rieayat komorbid  sedih banget nget    ,1.0
@Mutiadiraaa @3sunflowerss Maacii gess. Ayo galakkan vaksin wkwk,0.0
@txtdarisisange Ada engga nya ppkm tetep aja ga bisa cuddle any eweuh baturna:(,1.0
keselamatan dan kesehatan rakyat hrs di utamakan  stop politisasi pandemi   kerja nyata lbh berguna buat rakyat drpd cm bisa berkicau di media  ,2.0
Met sarapan fess pake nasi jagung habis ini mau antri vaksin. Doain dapet ya hehehe https://t.co/84HLRmfUJe,2.0
<USERNAME> how if kalau antivax kata dlm vaccine tu ada letak covid  utk lawan covid   konsep dia mcm kultur hidup dlm minuman tu berfungsi utk lawan bakteria jahat dlm peroddd  tk tahu cemana nk replaiii,2.0
tolonglah ituuu pikirannya dibawa  kondisi lagi begini  bener  sinitizer kmana mana  malah bokap buka teras buat masak hajatan tetangga  gak masalah kalau kondisinya gak covid gini  anak istrinya menghindar dr kerumunan  dia malah ngumpulin orang  hoax mana lagi yg abs dy denger,1.0
<USERNAME> <USERNAME> <USERNAME> mereka nyuruhnya cepet vaksin  tp vaksinnya sendiri dibatasin perhari  trus ada yg udah mendaftar  ngantre  malah kehabisan stok  nah loh,1.0
ppkm darurat diperpanjang  perindo ingatkan soal ekonomi dan kesejahteraan rakyat       https  t  co  oauqyhlm,2.0
@Vanillatteamilk Masih Corona,2.0
<NUM>  <NUM>  <NUM> <NUM>  <NUM>  polri lakukan pembatasan mobilitas masyarakat pada masa ppkm darurat di perbatasan antara kab  bekasi dengan kab  karawang  dihimbau kepada masyarakat untuk tetap menjaga prokes   amp  mengurangi mobilitas  <USERNAME> <URL>,2.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> merupakan orang yang bertanggung jawab terhadap jumlah kematian karena covid  dikarenakan si ade sudah membuat berita yg meyesatkan semoga nanti di pergantian rezim mereka bisa diciduk dan dihukum seberat beratnya karena telah ikut serta kematian banyak orang atas berita,1.0
bapak bapak di terminal sekarang bahan diskusinya vaksin beserta konspirasinya  gendeng  ,2.0
"Itu yg masih jadi pikiran gue sampai skrg, bedanya yg gratis sama yg bayar. Beda fungsi? Kalo sama ya ngapain bayar? Ribet banget. Adain aja serentak kayak pemilu, jadi warga kecil gak harus khawatir soal vaksin. https://t.co/WZt1fkuhE2",2.0
<USERNAME> perjalanan kereta api antar kota pada masa pemberlakuan pembatasan kegiatan masyarakat   ppkm  darurat  silakan cek link berikut <URL> trims    <NUM>,2.0
<USERNAME> dia sudah sering makan  makanya kena covid  ,2.0
ppkm remed <URL>,2.0
<USERNAME> <USERNAME> mafia vaksin yg mana bos   ente lapor kan lah kalu ada mafia yg bermain di vaksin  karena jokowu ga suka sama mafia apalagi untuk urusan kemanusiaan  ,1.0
<NUM> hasil survei terbaru lsi soal vaksin dan vaksinasi covid  <NUM> <URL>,2.0
pemerintah telah gagal  menangani nyawa manusia  sejak awal wuhan pertama  hingga detik ini  lebih baik cepat  mundur  ppkm  pak pak kapan mundur  ,1.0
pagi  yang palsuin vaksin di bekasi  kalian kontol,2.0
<USERNAME> <USERNAME> apa respons <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> atas cuitan ini  terlebih skr makin berani masyarakat yg ambil paksa jenazah pasien covid  meski peti dan pemakaman ditanggung pemerintah  ,1.0
<USERNAME> ppkm boss,2.0
<USERNAME> pandemi covid  <NUM> ini  jangan kita jadikan alasan untuk tidak meningkatkan kapasitas diri sebagai aparatur desa  <URL>,2.0
kpk fokus aja pada pemberantasan korupsi abaikan saja manuver politik novel baswedan  ppkm basmi covid <URL>,2.0
dari kasus kematian covid di indo yang subhanaloh allohu akbar  kita bisa belajar bahwa bisnis yang cuan saat ppkm seperti ini adalah vendor pemakaman  ,1.0
wali kota semarang  hendrar prihadi  meluruskan soal kota semarang yang memiliki mobilitas tertinggi jawa  bali saat ppkm darurat  <URL>,2.0
emang bener ya apa kata orang tua  sekali jangan ya jangan  nyesel banget gak nurutin buat gak vaksin  sekarang jadi beban anak kkn   seharusnya vaksin pas gak ada acara apa  apa ,1.0
<USERNAME> cuma orang  pekok aja yg nggak percaya kalau covid <NUM> itu ada dan nyata,1.0
<USERNAME> seharusnya mereka yg tdk bergaji   misal   pedagang kecil yg kehilangan pendapatan karna ppkm  yg diberikan bantuan  yg masih bergaji tetap  walaupun di bwh <NUM>  jt  insya allah cukup  smg k dpn nya bs lbh adil   amp  bijaksana  aamiiin,2.0
kalau ada penyakit kronik  boleh ambil vaksin <URL>,2.0
ppkm darurat diperluas <URL>,2.0
ppkm diperpanjang jadi ppkeeeeeeeeeem,2.0
<USERNAME> kemarin baca berita org medan punya warkop disuruh tutup karena langgar ppkm  dan mengaku sial kenapa dulu milih si pak de  mang enak mamam tuh <NUM> periode  ,1.0
"@eg_nrs @bonngbudi Ga ada loe ga rame Uncle ! 

Tetap jaga prokes ya, kawan ! 

Tetap semangat 🐠🔥🐠🔥🐠🔥 
@covid_koplakwin kamu bisa https://t.co/VBiv523oiZ",0.0
"China invasi ke Indonesia disaat PPKM diberlakukan bersekala NASIONAL? 

Sungguh sangat membagongkan....",1.0
pertemuan pemprov jatim membicarakan soal rencana kesiapan pelaksanaan vaksinasi covid  <NUM> bagi penumpang yang hendak menggunakan jasa moda transportasi ka,2.0
dibentuknya badan khusus utk mengawal dana otsus papua demi kesejahteraan papua  ppkm pulihkan negeri <URL>,2.0
dakwaaan suntikan vaksin lepasi tarikh luput tidak benar – khairy <URL> <URL>,2.0
makanya  akhir  akhir ini saya sering unggah screenshot dari faheem younus di status whatsapp dan juga beberapa grafik dan data tentang covid  walaupun  unggahan urang yang sering dituduh   hoax  sama anggota keluarga  ya karena informasi yang mereka share sudah   berantakan  ,1.0
sekaligus menindaklanjuti arahan ibu gubernur di rakor evaluasi ppkm darurat  pemprov memastikan telah berjalannya vaksinasi di bandara juanda dengan hadir dan memantau langsung ke lokasi,0.0
<USERNAME> <USERNAME> <USERNAME> trus terang  kl joget itu bukan adab seorang muslim  apalagi main tiktok  an  mending buat dzikir  spy kita cepat keluar dr pandemi ini  smg bisa jd renungan kita semua  ,2.0
<USERNAME> <USERNAME> gw pya kader kesehatan rajin baget dah ngasih smbako tiap hari untuk pasie covid,2.0
ppkm   pemberlakuan pembatasan kemanusiaan masyarakat,2.0
"@eko_kuntadhi suruh tuh budak sekolah di paud dulu terus SMP terus SMA..nah kalau udah bisa baca dan tulis colokin tuh matanya dengan koran,tv,radio,sosmed suruh baca dan lihat beritanya,kalau masih dongok juga seret, masukin ke rumah sakit khusus yg isinya pasien corona semua yg level berat..",2.0
sri mulyani   realisasi belanja vaksin capai rp  <NUM> triliun     <URL>,2.0
"""Banteras Sebar Berita Palsu Vaksin"" ikuti kupasannya bersama tetamu menerusi Kecek Kiro Kito pkl 9.30 pagi nanti ...

#MenangBersama 
#LindungDiriLindungSemua https://t.co/LXFi7nhH2r",2.0
<USERNAME> slm yb dtglah melawat pusat vaksin di hotel premiere bukit tinggi klang  tentu lebih lagi semangat para petugas jikalau yb dapat hadir melawat  ,2.0
abis ppkm selesai kita bakal sekolah offline gitu  ,2.0
grup management gw kenapa koar covid cuma dibesarkan dokter penipu segala macem gitu dah  wkwk rasanya pengen gw suntik mati aja semuanya  bodoh,1.0
ini hari arafah  saya mohon maaf kalau ada twit twit saya yang membuat hati anda tidak suka  marah bahkan benci  mari sama sama memohon pertolongan allah agar pandemi ini segera berakhir  <URL>,0.0
<USERNAME> klo baru ertama di vaksin ris  nnti pas kali kedua blng sama yg input data ada beberapa yg salah  ,2.0
<USERNAME> pake nanya ppkm apaan  ppkm adalah kalian  pemuda pemuda kayak monyet,1.0
dulu sebelum corona  rasanya gue kayak lebih mentingin temen sama diri sendiri  nongkrong sama mereka atau me time lebih nyenengin daripada stay di rumah  sekarang beda  gue bener  bener gak mau melepas moment sama keluarga  mumpung masih lengkap,1.0
anggota polsek telagasari aiptu asep dan bripka naan melaksanakan giat patroli rutin antisipasi kriminalitas malam hari kontrol konter mcell talagasari sampaikan kebijakan dalam ppkm darurat dan ingatkan tentang prokes kepada karyawan <URL>,0.0
cek fakta  hoaks  catut nama sri sultan hamengku buwono x sebut covid  <NUM> sandiwara   <URL>   <URL> <URL>,2.0
sebelum ppkm <URL>,2.0
<USERNAME> saya belum pernah ke pantai  itu ditutup dalam ppkm,2.0
"Rekor 54 Ribu Kasus Baru dan 991 Kematian, Corona RI Tertinggi Sementara – detikHealth- https://t.co/MaDsOoGRaw https://t.co/SgyKhAVBFk",1.0
"Covid jahat bgt ya mas, kenapa mas febri ga pamit dlu ke Jihan? Tp gppa mas febri dah ga sakit sekarang, dah ga sesek, udh tenang.. Mas febri org baik. Tenang aja anak2nya mas febri banyak yg jagain. Syahid ya mas 🌹 https://t.co/wE6OIMkM1U",2.0
semakin nyinyir semakin nyungsep  berpikirlah dan berbuatlah yg positive bagaimana membantu pemerintah dan masyarakat mengatasi pandemi itu jauh lbh gentle dan menarik simpati rakyat  semoga pandemi segera berakhir  indonesia harus bisa   <URL>,1.0
dulu saya setuju vaksin gotong royong karena perusahaan yang bayar dan pegawai dijamin tidak potong gaji  sekarang kalau vaksin berbayar individu  kalau orang batak bilang  pandai pandai lah kau buat alasannya  ,1.0
vaksinasi melaka <NUM>  <NUM>  <NUM>  dos pertama    <NUM>  dos kedua    <NUM>  jumlah penerima vaksin   sekurang  kurangnya dos pertama  <NUM>,2.0
<USERNAME> serius grgr ppkm ini wkwkw makasihh julieee,2.0
polisi mulai menyelidiki pesan berantai   diperas kartel kremasi  jenazah covid  <NUM> yang viral di media sosial  pihak rumah duka akan dimintai keterangan  <URL>,2.0
<USERNAME> dokter  selama masa pandemi ini  apa ada penelitian yg menyebutkan bahwa sholat berjamaah di masjid menjadi cluster penyebaran covid  krn klo info yg ada  pengingkatan covid skrg krn masuknya varian delta dr india  berarti masuknya lewat org india yg msk ke indo lewat bandara  ,1.0
cape ppkm  gelut terus sm mas pacar,2.0
<USERNAME> <USERNAME> bedain yg belum divaksin  sudah vaksin sama antivaksin gmn ya  semua bisa dateng tanpa bukti apa trs mengaku blm vaksin  beda sama yg udah vaksin harus nunjukin bukti vaksinasi  ,1.0
"@bertanyarl sebelum vaksin makan, ga harus banyak yg penting perut ga kosong
terus abis di vaksin istirahat dulu terus minum paracetamol deh lalu tidur",0.0
<USERNAME> mungkin untuk menggalang dukungan internasional bagi indonesia dalam menghadapi covid  <NUM> pak  bukan untuk jalan  jalan di antara ancaman maut varian delta  justru mereka pahlawan tanpa tanda jasa pak  ,1.0
"@amirhaysss oh hahahaha patutla, biasalah risau time2 covid ni tu tak kasi intern jauh2 tu",2.0
<USERNAME> <USERNAME> karna mreka udah nongkrong disaat ppkm ditambah lagi bolos apel  bukannya apel tapi malah nongkrong,2.0
orang yg ga percaya covid emg aslinya orang yg paling ketakutan  saking takutnya  matian menganggap gak ada  denial sampe blokk  <URL>,1.0
<USERNAME> ortu gw perlahan udah ngerti vaksin  tp tante gw kebal bgt  kesel lama,1.0
mari kitong vaksin untuk indonesia terbebas dari covid   <NUM>           <URL>,2.0
suara lantang dpr terkait perpanjangan pemberlakuan pembatasan kegiatan masyarakat   ppkm  darurat  sampai <NUM> juli  <URL>,2.0
enak ya pejabat di masa pandemi corona ini mereka gk dipotong gaji ,1.0
tiba tiba kadi pengen vaksin  infonya donggg,2.0
deretan kebengisan kkb di papua  bunuh guru hingga siswa  ppkm pulihkan bangsa <URL>,2.0
<USERNAME> gaboleh kan ppkm,2.0
headline koran pikiran rakyat edisi <NUM> juli <NUM> berkurbanlah dengan prokes super ketat  situasi pandemi covid  <NUM> tidak memungkinkan untuk melakukan penyembelihan hewan kurban secara terkonsentrasi di masjid  <URL>,2.0
 nasim khan indonesia selalu bersama dan mengabdi untuk rakyat <URL>  <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME>  <USERNAME> <USERNAME> <USERNAME> <USERNAME>  ,2.0
menkes inggris sajid javid positif covid  <NUM> setelah sebelumnya mengaku sedikit pusing  <URL>,2.0
sinergitas apik kala pandemi polres  pwi  alfamart berbagi  <URL>  terima kasih <USERNAME> <USERNAME> <USERNAME>,2.0
"@midnightfolks_ Hopeless nget kak , apalagi diBali 😊 
Tingkat Mobilitas yg bener2 sempit. Adanya PPKM semakin sempit. Buka usaha pun juga sapa yg mau beli. 
Mau makan aja bingung gmna caranya 🤣",1.0
<USERNAME> sudah dalah covid tak usah di besarkan  kasian masyarakt awam ini yg g bisa menafkahi keluarganya  pak jokowi  sy mewakli masyrkt awam ini meminta kpd pak agar berhentilah menghisap darah rakyat dgn cara seperti ini  kasian kami,1.0
<USERNAME> ppkm maxpro,2.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> udah sarapan belom bong   sarapan giiih coz pura pura bahagia itu periiih  kaya perut loe yg kena ppkm,2.0
lebih sakit mana positif corona apa positif hamil bagi yang belom nikah  ,2.0
masih ada warga rebut jenazah covid  mui akui fatwanya belum dipahami publikhttps  https  t  co  mhbkmhfrt <URL>,2.0
jakarta   pemerintah akhirnya membuat keputusan terrain perjalanan luar negeri  selama ppkm level <NUM> dan <NUM>  wna dilarang masuk mulai <NUM> juli <URL>,2.0
    rakyat mau mudik dihalangin dan difitnah nyebarin covid padahal covid sebenarnya itu dari tka aseng  <URL>,1.0
mewaspadai manuver politik pegawai kpk yang tidak lolos twk  ppkm basmi covid <URL>,2.0
