text,intent
<USERNAME> temen sih pas <NUM> bulan stlh positip nder  baru vaksin,4.0
Dari dulu berarti aing covid atuh?nateees https://t.co/JdpNWHS1bS,5.0
@TajYasinMZ Pak @TajYasinMZ  infony untuk  penyitas baru bisa d vaksin stlh 3 bln sembuh sedangkan kebijakan pemerintah mewajibkan kmn2 hrs menunjukan surat vaksin trus nasib penyintas gmn pak?,5.0
sekarang bukan masa mencari salah dan menuding jari  sebaliknya kenal pasti masalah dan cari kaedah penyelesaian dengan pantas  situasi luar biasa perlu diuruskan dengan tindakan luar biasa  bukan mengikut sop sedia ada yang biasa dipakai di era sebelum pandemik covid  <NUM>  ,4.0
yang belum vaksin  ayo vaksin kawan kawan  manfaatkan  <URL>,3.0
<USERNAME> lupa min efek ppkm,4.0
terima kasih pak sudah meminta maaf dan mengakui kalo penanganan kalian terhadapan covid di negara ini rariweuh dan terkesan bikin gaduh  ayoo pak yang serius nanganinnya  bikin kebijakan yg ga sia sia dan adil  ga gampang emang si pak <URL>,1.0
cinta bangsa dan negara  takut virus corona  dua pelajar purwarta ini berani suntik vaksin covid  <NUM>  ppkm pulihkan bangsa  <URL>,3.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME>  dengan pakai masker  dapat melindungi orang lain dan diri sendiri dari covid,3.0
@EmillyLuwita46 @Naomi1974 @Andiarief__ @jokowi @aniesbaswedan Laaaah corona dikira kaya cacar aer kali yak 😂😂😂,1.0
fuck you all yg lg ppkm gini tapi malah nongkrong ke cafe mati aja orang kek lu bgsat,1.0
<USERNAME> ya  benar bodoh  secara tdk sadar mrk sedang membiakkan virus corona ,4.0
<USERNAME> <USERNAME> <USERNAME> aku belum punya semuanya sih  tapi pengen adakah air mata untuk orang  orang tak bersalah karena menarik banget judulnya  semoga pandemi cepet berakhir  sedih liat orang di sekitarku banyak yg menangis kehilangan org tersayang   ,0.0
maraknya poster stop berita covid  <NUM>  membohongi diri <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <URL>,3.0
pandemi covid belum juga berakhir  namun keganasannya semakin menjadi  jadi karena mutasinya yang begitu cepat  kondisi ini membuat beberapa penjabat memberi himbauan kepada masyarakat diantaranya doa bersama  <URL> <URL>,3.0
ppkm sudah tepat <URL>  usut tuntas kasus korupsi lukas enembe,4.0
Pencanangan program sinergitas untuk melawan Covid-19 secara bersama-sama itu dilakukan di depan Kantor Palang Merah Indonesia (PMI) Cabang Tuban,3.0
<USERNAME> lg ppkm mas,4.0
"Well, we dont know what is the purpose of this guy. Vaksin berbayar emang berlaku tapi vaksin gratis masih ada kok sampai sekarang. Ayokla udah bosan begini terus, katanya pengen pandemi cepat selesai ?",0.0
ppkm meresahkan <URL>,4.0
besok ak vaksin yeyy   lt  <NUM>,4.0
<USERNAME> alahkah  baiknya jika mau menerapkan ppkm dari pihak petugas memberi peringatan secara baik mengucap salam secara sopan  maaf ibu bapa ganggu waktunya kami sedang bertugas menerapkan ppkm in i surat tugasnya  waktunya sudah habis yah  kami kasih waktu <NUM>  <NUM> menit untuk tutup  ,0.0
"@ustadchen Step 5 : Bantuan sosial dari Gov buat masyarakat pekerja harian. ps : jangan di korupsi lagi 

Step 6 : Lockdown or karantina wilayah

Step 6 bisa dilaksanakan kalau step 1-5 udah dijalankan. Ya kalo main langsung lockdown tapi masyarakat dan pemerintah masih denial sih percuma",2.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> haloooo hey stok vaksin ada cuman pendistribuan masih terkendala  vaksin yang ada baru sebatas sinovac dan az  nunggu stok yang siap pakai inshaallah agustus dan bulan kedepan udah mulai dateng pfizer  novavax  sabar yaa,3.0
<USERNAME> vaksin yg pertama kah  ,3.0
bupati rudy  ppkm darurat  warga garut harus tetap bisa makan <URL>,3.0
<USERNAME> nak tny  kenapa tak saman jer ikut jumlah tmpt dia pergi bawa covid tu,4.0
berita virus corona data <NUM> negara <NUM> <URL>,4.0
wah saya baru baca ada berita seperti itu  klu benar mrk bercada soal corona  monggo tanyain langsung ke pa <USERNAME>   amp  luhut cs  <URL>,4.0
hari ini mo vaksin  tpi ak ngantuk kenapa,3.0
<USERNAME> ayo mbak ayo bubar saya gak pesen badut pesta ppkm ini ckck,4.0
<USERNAME> iya kalo niat nya cuma santunan    yg seram adalah  lockdown  gt  santunan  gt  membuat kerusuhan bersekala besar    ,0.0
<USERNAME> gpp bu mana baiknya aja tp kalo bisa yg kekurangan finansial di kasih sembako or semacam nya gitu  mau ppkm selamanya jg kalo rakyat terjamin g akan ada yg protes  ,1.0
<USERNAME> <USERNAME> caranya  pergi ke puskesmas trus cari kepala puskesmas  bilang urusan mendesak harus pulkam  abis itu kasi salam tempel biar bisa vaksin  ,3.0
slmt di bln juli hujan  musim kemarau basah  semoga musim yg panas  basah  lembab ini tdk mndukung pembangkitan penyakit baru bersama covid  ,0.0
<USERNAME> <USERNAME> <USERNAME> negara mana yg sdh terbebas dari covid <NUM>  sebaiknya anda minta maaf ke pak <USERNAME>,4.0
hai yang ppkm ga sholat ied mana suaranya ,4.0
<USERNAME> alhamdulillah kka ngk kena de  tp shbat kka kn dokter di rs  bhkan dia juga nanganin covid di negara itu  dia sering crta sm kka klo ada pasien kluar dari karantin pasien nya tetep di swab lg untuk memastikn kondisi sebelum dan sesudah covid  <NUM>  ,3.0
<USERNAME> <USERNAME> <USERNAME> knapa vaksin utk anak sd tidak dilakukan di masing skolah sprti imunisasi  brp orang berkerumun tuh kalo di gn  siswa   pengantar ,3.0
<USERNAME> gue vaksin udah bulan lalu tgl <NUM> apa ya  terus hari ini gue anosmia dan gabisa ngerasain rasa asin wkwkwkwk,3.0
gausah di kaitin ama konspirasi bro  dikasih tengah malem protes  dikasih pagi protes  udh bagus ada hiburan  dripada baca berita kenaikan covid mulu <URL>,1.0
  manusia indonesia yg paling taat psbb   amp  ppkm adalah harun masiku sudah hampir <NUM> tahun melakukan isolasi mandiri  <URL>,3.0
ppkm mikro dimana saja,4.0
<USERNAME> jangan jadi provokator di tengah pandemi,4.0
aku suka ppkm tapi tanpa pp aww   lt  <NUM>,4.0
menuju survival of the fittest  siapa yg kuat  sehat dia yg selamat   covid tdk takut istilah  tidak takut gelap     ,0.0
@detikcom DULU SEMASA PERANG IRAK ADA ALUT BIOLOG ANTRAX KINI ADA ALUT BIOLOG  COVID 19 YG PATUT KITA TAKLUKKAN  sepanjang pesisir LCS. 😭😭😭,4.0
bersyukur la dah dapat vaksin walau jauh pun  aku ni still assessment lagi   ,4.0
<USERNAME> <USERNAME> <USERNAME> terus menyampaikan aspirasi yg tidak bodoh disaat pandemi itu seperti apa  mau pake bahasa kadrun  ente tau pandemic gak  kalo ane jelasin pendemic ente bisa ngerti gak  ,0.0
tak berlaku untuk semua pkl  simak aturan take away saat ppkm darurat di balikpapan   tribun kaltim <URL> <URL>,3.0
idul adha versi ppkm xixi  alhamdulillah <URL>,4.0
<USERNAME> akhir <NUM> herd immunity aja udah sukur  dikira vaksin separuh populasi jawa bali kayak programmer disuruh <NUM> minggu apa,3.0
berita virus corona data <NUM> negara <NUM> <URL>,4.0
mui sumbar keluarkan maklumat  tolak aturan ppkm darurat  ppkm pulihkan bangsa  <URL>,3.0
<USERNAME> teori konapirasi lebih masuk akal di banding ppkm,4.0
<USERNAME> ga usah  elite pemerintah saat ini adalah komika terbaik  banyak istilah psbb ppkm itu materi jokes terbaek,1.0
intisari khotbah iedul adha hari ini   pandemi  plandemic covid ini sdh tercatat dalam kitab allah di lauhil mahfuz  dan menjadi ujian bagi kita smua  siapakah yang terus istiqomah mengantungkan hidupnya kepada allah swt  siapakah yg menggantungkan hidupnya pada vaksin ,0.0
tak pikir nggreges mari vaksin iku guyon  tibakno temenan,4.0
<USERNAME> jangan begitu  presiden sdh sangat banyak berbuat untuk rakyat  sudah saatnya mahasiswa bahu membahu bersama pemerintah membantu rakyak yg terkana dampak pandemi ini  mahasiswa jangan lemah    bismillah komisaris antam,0.0
<USERNAME>  semoga lekas hilang neh pandemi ,4.0
<USERNAME> masih nder  dijogja kalau ga salah ada <NUM> komunitas   setauku  dan di satu komunitas itu isinya lebih dari <NUM> orang ada yang sampai ratusan juga  kalau di komunitas ku ada <NUM> orang yang main tapi kayaknya yang aktif saat pandemi ini gak lebih dari <NUM>  ,3.0
<USERNAME> kadang miris yg di curi itu sembako mungkin dia memang membutuhkan  ini perlu perhatiaan di tahan bukan solusi di masa pandemi,0.0
"Opo ra masuk angin tho kun kun ? Mbok nak wes bengi kie mlebu ngomah, ra ngerti po saiki nembe PPKM ? Bengi-bengi neng jobo mah digaruk idamane adek-adek repot koe https://t.co/3Mv8SkPznN",4.0
<USERNAME> ppkm   pasti pirus kan menghilang ,4.0
<USERNAME> <USERNAME> karena berobat  kalau yg meninggal itu hanya dirumah  tidak tau bagaimana pengobatannya  yg jelas dia tidak percaya covid,0.0
<USERNAME> katanya org yg sudah kena covid ga usah di vaksin dok <USERNAME> karna anti body nya udah terbentuk  saya jd bingung bisa di jelaskan ,3.0
<USERNAME> <USERNAME> ga takut corona  hanya takut kepada allah swt,4.0
<USERNAME> amin  thanks ya pak  jarak dari istri kena corona ke vaksin berapa lama pak  ,4.0
"@SathenaRandi Kak pernah dengar gak ada orang yg bilang covid itu hoax, vaksin berbahaya dll, wisata di bukak itu buat negara yg pandeminya sudah reda lagian kan buat income negara juga",3.0
efek ppkm   tolong jauhkan mata ini dari godaan discount  promo  gratis ongkir  voucher dan temannya  sedang ngirit ya tuhan ,4.0
klo loe kena flu  pilek sama demam itu gejlaa flu apa flu  klo loe obatin demam dan pileknya sampe sembuh flu nya sembuh g  jadi waktu loe ngobatin gejala flu loe sama dg ngobatin flu apa engga  coba terapkan di covid  gmn <USERNAME>   ,0.0
sebar hoaks warga meninggal karena vaksin  pemuda sumenep diringkus polisi <URL>,3.0
<USERNAME> mantap bisa terbang gini lagi ppkm,4.0
<USERNAME> di lingkungan kosan gaada yg sholat di masjid  terus mau sholat barengan sama mbak kosan  bingung doanya gimana ueueue  yang biasa kek gitu udah pulkam sebelum ppkm   daannnn aku bangunnya kesiangan gara semalem gabisa tidur gara maag kambuh  ga nyaman bgt jadinya ,3.0
padahal hampir ku pecundangi seluruh kawan  kawan sebangku kuliah ku dulu  seperti <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> wah kalau saya mention semua kaya antri vaksin nanti   <URL>,4.0
angka pasien covid  <NUM> melonjak  pemkab sampang buka rekrutmen tenaga kesehatan   lingkarjatim   <URL> <URL>,3.0
<USERNAME> tidak usah pak  nanti bpk ditunjuk tunjuk mukanya  apalagi berseberangan masalah corona  anda bisa masuk bui loh,4.0
degdeg kan bgt  hari ini mau vaksin gais  ,4.0
<USERNAME> semoga sampai jangan dijual pula sebagai vaksin gotong royong  ,3.0
bilang pandemi terkendali  pdhl angka naik trus per hari  termasuk hoaks gak sih  ,4.0
<USERNAME> your tax money at work  kira ini terinspirasi mie samyang yg pedes itu bukan ya  <URL>,4.0
hadi awang ni bila nak kena covid  ,4.0
ppkm uda masuk satu minggu dan aku cuma keluar cluster x buat beli sayur  tp keknya ga ppkm jg bakal gitu sih ,3.0
berapa angka armando covid hari ini  ,4.0
<USERNAME> iyaa anjrit ortu gue aja belom dapet vaksin hshshs padahal dah daftar dari juni,3.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> ini penyebar maut di pantura  lamongan tuban remvang pati kudus rakyatnya nggak ada yg percaya dengan adanya corona  di kerek tuban itu nggak laku masker  tur nggak ada yg pakai masker,3.0
<USERNAME> ahli kesehatan ga digubris  urusan kesehatan ditugaskan kpd tukang kelahi dan tukang bisnis  yg menugaskan otaknya benar dah retak  yg didengarpun bukan nasehat para ahli  tapi bisikan para iblis tukang sorak dan tukang jilat  jadilah pandemi di indonesia hancur berantakan  ,1.0
<USERNAME> duo kont  l ade armando dan denny siregar hutang ribuan nyawa yang meninggal karena corona  <URL>,3.0
<USERNAME> tahun dimana gada covid,4.0
memang pn sengaja lambat lambatkan vaksin  lepas tu sengaja biar kes naik tinggi  sengaja tak bukak parlimen  sengaja darurat  sengaja nak tekan frontliners  sebab nak kekal kuasa  macam sial perangai korang  ,4.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> asal jgn spt ppkm di jakarta ya pak ganjar   ppkm petantang petenteng kayak monyet marah ga jelas dan salah pula ,2.0
<USERNAME> messi belum dapat trofi piala dunia  semoga juara  copa amerika adalah obat covid yang manjur buat menghentikan laju coron men neymar   lineup api       skor tipis <NUM>   <NUM>,3.0
"@tokopaedie Mangat pakde edi !
gue juga mo vaksin😭",4.0
siti  nadia  tarmizi  keyakinan  masyarakat  akan  vaksinasi  covid  <NUM>  sebesar  <NUM> <URL>,3.0
<USERNAME> setelah di vaksin  minum paracetamol  selang <NUM> jam minum vitamin c dan jangan lupa bekas suntikan langsung di kompres pake air hangat  alhamdulillah  vaksin  amp  <NUM> aman  astrazeneca  ,3.0
hri ini gue vaksin  agak deg degan tp gpp,4.0
@Catatan_ali7 Duitnya habis untuk beli vaksin pak. Amburadul sekali 😭 keuangan negara sebenernya dari ngertinya ada kasus blbi udah amburadul. Yaudah nyelamatin keuangan diri sendiri.. selama bisa berbagi ya berbagi😭,0.0
<USERNAME> betoii kak  orang nak vaksin cepat  capai herd immunity then semua boleh hidup macam normal balik macam kat negara lain tu  tapi tula  dengan kes nurse dok scam cucuk angin kosong ni pon macam risau jugak,4.0
petugas gabungan dari polres tegal kota tetap semangat melaksanakan patroli pengawasan pelaksanaan ppkm darurat dan swab test antigen bagi para pelanggar protokol kesehatan sebagai upaya pencegahan dan memutus mata rantai penyebaran covid  <NUM> di kota tegal  <URL>,3.0
mutual ku yg baik hati  mau tanya untuk vaksin tanpa syarat domisili dimana aja ya  atau mungkin ada yg tau info soal vaksin tanpa syarat domisili ,3.0
sis dah tak sabar for nd dose  kes makin hari makin naik ni  at least kalau da complete vaksin tak lah seresah now  ,4.0
aku suka ppkm but the pp is silent,4.0
   selasa  <NUM>  <NUM>  <NUM>  personel polsek welahan melaksanakan giat penling woro  woro himbauan pelaksanaan protokol kesehatan dan ppkm darurat <URL>,3.0
<USERNAME> <USERNAME> <USERNAME> misalnya lengser trs gmn  tambah banyak dong masalah  pandemi blm selesai tambah lagi rebutan  pgn jd penggantinya  gantinya siapa  gagal pandemi bukan semata kegagalan pemerintah  tp juga kegagalan pemahaman masyarakat yg masih ngeyel  ,1.0
dimata ku  kalau ada perencanaan busuk kemudian orang asing pada kabur otomatis ini menanyakan ada masalah besar     ppkm di buat menyeramkan   sadis adalah tanda ada yang bermain    wacana ppkm   <NUM> pekan hanya membuat hambatan    wacana darurat militer  makin kelihatan ,1.0
vaksin racikan terawan aja yg berbayar  setuju saya  <URL>,4.0
<USERNAME> sampe tereak kodran kadrun  ga terima junjungannya dibilang pengkhianat karna denial terus dari awal pandemi  ,1.0
buruan pak <USERNAME>   nunggu apa lagi   mau nambah hutang lagi   mau impor apa lagi   mau bagi jabatan lagi   atasi covid juga gagal total   ruwet semua dah   <URL>,1.0
covid adalah potensi bencana  bagaimana mungkin kita hapus potensi bencana  agar hal mematikan itu tak terjadi   apakah kita pikir kelangkaan air  kelangkaan makanan  perang  huru hara  gempa besar  tidak mungkin terjadi  sesuatu yang mungkin lebih mematikan daripada covid <NUM>  ,0.0
Bahagia Iko Uwais Kumpul Lagi bareng Anak-Istri usai Dinyatakan Negatif COVID-19 https://t.co/RIyRoqyzYF,3.0
<USERNAME> ppkm bukan berarti gabisa kerja  kalo ditempatku orang becak pun tetep bisa narik becak  karena aktifitas dimulai pagi sampai sore  dr jam <NUM> lampu jalan sudah dimatikan  dan di desa ku ditutup portal  dan menurut ku cara ini kurang efektis mengurangi resiko  tp ckup bisa untuk menunda,0.0
<USERNAME> vaksinasi yang masif pak  pengendalian virus juga penting  pengendalian info tentang vaksin di tingkat bawah itu kuncinya  di desa isu tetang setelah vaksin bisa mati masih santer  mungkin sistem tps seperti pemilu bisa diterapkan  untuk ngurangi krumunan <USERNAME>,0.0
<USERNAME> <USERNAME> bantuan tangani covid,4.0
kaget  j  amp  t jadi luama bgt semenjak ppkm ,4.0
<USERNAME> lagi ppkm,4.0
saya lebih ajaib  tgl  <NUM>   <NUM> juli  kontak erat imam tgl  <NUM> juli  antigen   tgl  <NUM> juli  pcr   h  <NUM> sejak kontak erat  gak ada gejala apapun    terima kasih vaksin dosis <NUM>  terima kasih masker ply  terima kasih sistem imun tubuh  ,3.0
@kasih_ibunya Yah aku cemas sama berita ppkm diperpanjang 6 minggu 😂😂😂,4.0
<USERNAME> ppkm,4.0
udah siap shalat ied di masjid komplek tapi ngedadak di batalin karena ada yang positif covid tadi subuh di sekitar area masjid  jadi ya mari tidur lagi  stay safe semuanya  ,3.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> ciduk nih pak ga taat prokes  kita pada taat dirumah karena ppkm  eh mereka enak enak kumpul bareng <URL>,1.0
<USERNAME> <USERNAME> herd immunity bertahap akan tercapai baik dengan vaksin maupun alami asal rs siap sedia menghadapi gelombang pasien   ,3.0
kebijakan yang akan diterapkan pada tanggal <NUM> – <NUM> juli <NUM> di wilayah jawa dan bali ini dilakukan untuk mencegah semakin meluasnya penyebaran covid  <NUM>  ppkm rakyat sehat <URL>,3.0
tetap jaga jarak disaat beraktivitas  dan selalu menjaga kebersihan agar terhindar dari namanya virus covid  <NUM>  <USERNAME>     <URL>,3.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> buat anda yg hanya bisa membenci  usulan pertama wisma atlet <URL>  ga cuma <NUM> rusun lho <URL>  ga cuma asrama haji  <URL>,3.0
selamat hari senin  besok  hari terakhir ppkm nih  tapi ada kabar kalau ppkm bakal diperpanjang dan menunggu hasil evaluasi diperpanjang atau nggak nya  nah  kalau kamu setuju ppkm darurat diperpanjang atau nggak  vote yuk  w  <USERNAME>   amp  <USERNAME> till <NUM>  ,4.0
iwan sumule  negara pengguna vaksin china hadapi gelombang kedua corona  indonesia juarahttps  https  t  co  qcvmwrmp <URL>,3.0
<USERNAME> tau kok emang syarat kelulusan  daring okeee emang ada daring  tp kenyataan yg dishare jg kagak daring kan  masih pada lgsg ke lapangan  menjaga memang  tp apakah disaat seperti ini  kondisi lg tingginya  rs penuh  pemerintah aja ppkm sampai tutup jalan mana,0.0
pler kimia farma obatnya aja paling mahal apalagi vaksin  kapitalis cari cuan lwat pandemi,4.0
keselamatan rakyat adalah hukum tertinggi  aturan harus ditegakkan  dengan ppkm darurat akan menekan laju penularan covid  <NUM>  <URL>,3.0
<USERNAME> iya sdh habis dana covid di tangannya  sebaiknya mundur karena gagal x kelola anggaran  masuk kantong siapa yah  ,1.0
<USERNAME> sorry tapi better dengar dari rakyatnya sendiri  kes covid sekarang kt sana pun makin meningkat  tapi masih nak teruskan olympic  <URL>,4.0
kata luhut rakyat bisa mati kalau lockdown  aktivis  ppkm rakyat juga nggak diberi makan  <URL>,3.0
<USERNAME> <USERNAME> tapi keadaan skrg byk membutuhkan kartu vaksin  jd org kayanyaa bakal nerima ajaa sih,4.0
gerai vaksin kami msh buka <NUM> hari  <NUM>  <NUM> dan <NUM> juli  langsung dtg aja  gratis  cepat dan mudah hanya bawa ktp   all area  vaksin sinovac  mau lanjut vaksin ke <NUM> jg bisa min <NUM> hari sejak vaksin <NUM>  sinovac  lokasi vaksin   jl  cut mutia no  <NUM> menteng  <URL> <URL>,3.0
"Mau ppkm sampai setahun tapi pelaksanaanya cuma pake motto penyerapan, ga akan kelar ini wabah.malah bakal tambah masalah baru,pengangguran.",1.0
@irjam1933 Ppkm end game the series lanjut gan😂,0.0
kalo masuk wisma atlet apa iya bakalan menjadi atlet dadakan  terus bakalan masuk cabang olahraga covid  <NUM>,4.0
<USERNAME> hrsnya tdk ada phk  kl oerushaan mrk gak mampu bayar gaji hrsnya pem cover minimal setengahnya shg mrk bs tetap membiayai kehidupan mrk  pengusaha yg teroaksa memphk karyawannya hrsnya bs melaporkan ke mensos dan selama ppkm darurat mrk ini diberi upah separo  ,0.0
"JIKA CORONA MASIH DI JADIKAN SEBAGAI :
1.BISNIS
2.MENINDAS RAKYAT MISKIN
3.MELEMAHKAN SALAH SATU ATAU ANTAR UMAT BERAGAMA

MAKA TAK LAMA LAGI HURU HARA ANTARA RAKYAT VS PEMERINTAH AKAN TERJADI

#SALAMAKALSEHAT",1.0
<USERNAME> salah satu tulisan prof  senada dgn kultwit sy di bln maret   <NUM>  cuman  istilah yg sy pakai adlh   cluster lockdown  bukan   micro lockdown      <URL>,4.0
<USERNAME> di negara lain pada minta maaf lho krn ga bs ngatasin pandemi,4.0
gua lage di tempat vaksin belom mau mewekkkkk <URL>,4.0
<USERNAME> ada info tempat vaksin ga min  ,4.0
<USERNAME> <USERNAME> <USERNAME> saya tanya ke kamu  apa semua masyarakat indonesia mau patuh sama aturan  apa semua masyarakat indonesia paham prokes  apa semua masyarakat indonesia mau di vaksin  apa masyarakat indonesia kompak sadar akan bahaya covid  berapa jumlah rakyat indonesia  amp  berapa jumlah rakyat negara  ,0.0
<USERNAME> rektor ui terpapar corona  coronanya yang kena covid  <NUM>  eh  gimana   ,4.0
"Hallo Kawan JM

Patuhi protokol kesehatan untuk memutus penyebaran Covid-19, buat Kawan JM yang beraktivitas dimanapun dan kapanpun jangan lupa untuk 6M ya!

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/A645mZEXwr",3.0
aku sudah terlalu buntu sehingga hal gila ini menjadi jalan satunya yg kupikirkan krna skrg aku positif covid dan dirumahkan <NUM> minggu dan kena potong gaji hampir tidak ada harapan dari gajiku sdgkan aku terus dapat tekanan untuk segera melunasi semua hutang ini,0.0
di rumah sebelah  <NUM> orang isoman  bapak  kakak  istrinya  anaknya  bulek  bapak udah vaksin lengkap  usia <NUM>  alhamdulilah emang dia yg keliatan paling cepet pulih  isoman br seminggu udah pecicilan pengen keluar  ,3.0
<USERNAME> lagi corona  gabisa salaman  kirim uang aja ya   <URL>,4.0
sudah lebih dari setahun  rakyat jungkir balik demi bertahan hidup di tengah pasang surut ekonomi akibat pandemi  ,1.0
@detikcom Lah anggaran 1000T nya kemana untuk penanganan covid?,5.0
<USERNAME> vaksin cacar atau polio  bikin imun dan kl mrk divaksin mrk bs kebal apalahi apolio cuma kl cacar bs kena lagi tp gak sampe meninggal tp kl corona gak menjamin,3.0
"Update harian perkembangan Covid-19 13 Juli 2021 di Nusa Tenggara Barat. Tetap terapkan 5M dalam kegiatan bermasyarakat, memakai masker, mencuci tangan, menjaga jarak, menghindari kerumunan, dan mengurangi mobilitas. #siapuntukselamat #salamtangguh #updatecovid19ntb https://t.co/Kwou7gl7Vk",3.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> lalu di indonesia malah ditambahi si mui itu  tahu sendiri kan mui seperti apa  nanti semua makanan jadi haram karena mui gak mau ngasih stempel  ,0.0
<USERNAME> mohon maar nih ka saya juga ga suka sama yang ga taat prokes tapi ya jangan sampe di sumpahin kena covid juga kali ka  ,4.0
<USERNAME> <USERNAME> <USERNAME> bacot lu di awal pandemi tolong dipertanggungjawabkan tong,4.0
vaksin berbayar pelanggaran keras  koalisi sebut jokowi jilat ludah sendiri <URL>,3.0
"@SINDOnews Pemerintah jangan melululu memikirkan PPKM ""hukum denda pelarang"" PIKIRIN ISI PERUT RAKYAT PEDAGAN USAHAWAN MANDIRI... sekali subsidi malah ke yg dah dapat GAJIH RUTIN... Otak jalanin..",4.0
selamat idul adha  semoga ppkm cepet kelarnya,4.0
monitoring penerapan ppkm darurat di pt pungkook indonesia <URL>,4.0
"pagie moots, janlup vaksin😀",2.0
<USERNAME> awal jogja corona  keluar masuk gang disemprot  cari masjid buat jumatan susah kali  sampe ke jogokaryan  ada jam malam jalan diportal  jalan utama aja di tutup pake bambu  wkwk,3.0
adanya PPKM masyarakat jenuh banget...,0.0
<USERNAME> wkwk ber aku baru mau vaksin awal bulan  nanti kasih tau gimna rasanya ya  degdegan jir takut,4.0
tiap bangun tidur ada pengumuman org meninggal di masjid  sedeket itu covid  kanan kiri rumah  ,4.0
polres tabanan memastikan penerapan ppkm darurat wilkum polres tabanan berjalan dengan efektif dan kondusif dalam pelaksanaan tugas pokok pemeliharaan kamtibmas  <URL>,3.0
<USERNAME> pandemi ini semakin di sebarkan maka tdk akan berakhir   mk sdh i lah kata covid maka akan tenang negri ini  ppkm gak perlu yg penting jaga diri sendiri masjid tempat mengadu malah ditutup   ekonomi negri ini sdh trn level maka hrs nya pemimpin negri ini paham dg ini,0.0
"Selamat pagi, salam olahraga dan salam SKJ! 💪 Jangan lupa berolahraga SKJ Anti Covid-19 2021 sekarang, supaya terhindar dari Covid-19 Delta Plus. Terima kasih...! 😀🙏

#COVID19 #Covid19DeltaPlus

https://t.co/mykugaegWi",0.0
<USERNAME> kayake iku bnr bnr gejala covid krik  opo meneh gk iso ngerasake bau sma skli  saran kyke cukup isomandiri sek hr  nek badan panas atis minumi paracetamol  nek misal timbul gejala sesak demam trs mending berobat,1.0
<USERNAME> semua serba mandiri fi  orang kmren mamah papah mertua positif covid udah lapor puskesmas  puskesmasnya kagak ada tuh yg nelpon aku  malah yg ngasih obat dan nelponin dari tempat aku swab antigen  pcr mandiri  cari ambulan aja buat pp mamh cuci darah aja  aku nyari sndiri juga,0.0
covid  <NUM>  kua ciputat gelar bimtek pemulasaraan jenazah covid  <NUM> secara virtual  selengkapnya di  <URL> <URL>,3.0
<USERNAME> <USERNAME> <USERNAME> kalo begini terus ya  malah ppkm tambah diperpanjang niatnya apa sih bikin demo  mau buat cluster baru gitu  mau nambahin kasus  kalo makin banyak nti jgn salahin pemerintah ya  ,1.0
jadwal vaksin massal di kelurahan caringin  tuhan berkati ,3.0
<USERNAME> semoga vaksin jadi kunci,3.0
ppkm diperpanjang  yuk ngelumpuk  terus nangis bareng  ,4.0
"Kami bekerja WFO selama PPKM taruhannya nyawa lo chief, anda masih meragukan imun kami haa",3.0
daily reminder  hanya karena kamu dan dia pacaran atau temen deket atau saudara  bukan berarti bikin virus covid jadi malu  malu dan enggan nularin  selalu pake masker  mungkin kecuali pas bareng circle terdekat kamu yang tiap hari sama  sama  ,0.0
<USERNAME> ppkm  pelan pelan kita miskin,4.0
giat penyekatan   amp  imbauan terkait ppkm darurat covid <NUM>  polda bali   polres klungkung   satuan lalu lintas <URL>,3.0
jakarta yg sudah hampir separuh penduduknya terinfeksi dan cakupan vaksin sangat tinggi aja sulit mencapai herd immunity  kita jg hadapi mutasi dan kemungkinan perlu booster vaksin  tp dlm situasi sekarang prirotaskan vaksin utk semua  jangan cari rente  <URL>,3.0
tiap hari dengerin pengumuman orang meninggal  sehari bisa sampai x  stay safe ya teman  teman  sabar dulu semoga pandemi ini cepat selesai,0.0
isu covid takkan reda sebab ada jenis orang yang jawatannya akan kekal sebab ada covid  ,4.0
"vaksin tinggal vaksin
gak bayar
kakean cocot
matio ae",1.0
dandim palangka raya ikuti patroli gabungan operasi yustisi ppkm <URL>,3.0
daripada berat mikirin corona mending kita joget dikit biar riangan  <URL>,4.0
Udah tau covid malah setiap hari kang paket datang😭😭😭😭🙏,4.0
<USERNAME> staff presiden millennial kok nggak kedengeran suaranya  mereka sudah mundur  dipecat atau sdh dikubur dgn protokol covid  ,1.0
